STATUS,NOME PRODUTO,TIPO DE PETIÇÃO,ASSUNTO PETIÇÃO,Nº PROCESSO,PROTOCOLO,EXPEDIENTE,"SITUAÇÃO ANVISA
Encontra-se: ",FILA DE ANÁLISE / LISTA DE ANÁLISE,CATEGORIA MEDICAMENTO,ÁREA DE INTERESSE,FILA,SUBFILA,DATA DE PROTOCOLO,DATA DE DEFERIMENTO,PRAZO MAXIMO DECISAO FINAL ANVISA (PRAZO INICIAL),PRAZO MAXIMO DECISAO FINAL ANVISA (PRORROGAÇÃO),Últ Atualização,Últ. Posição,Data,Posição
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-06-13,194
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-06-20,193
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-06-27,157
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-07-04,157
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-07-11,157
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-07-18,157
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-07-25,157
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-08-01,152
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-08-08,150
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-08-15,150
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-08-22,150
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-08-29,145
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-09-05,144
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-09-12,141
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-09-19,141
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-09-25,141
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-10-03,140
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-10-10,105
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-10-17,98
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-10-24,98
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-10-31,98
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-11-07,98
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-11-14,98
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-11-21,98
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-11-28,119
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-12-05,119
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-12-12,115
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-12-18,115
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2023-12-26,115
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2024-01-02,115
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,11721 - Registro - Notificação do Processo da CADIFA,25351.320474/2023-11,202300000004662-14,0517108/23-3,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",FILA DE ANÁLISE,GENÉRICO,MEDICAMENTO,CADIFA - NOTIFICAÇÃO,REGISTRO - NOTIFICAÇÃO DO PROCESSO DA CADIFA,2023-05-22,,2024-05-21,2024-09-20,,,2024-01-09,115
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-10-17,98
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-10-24,96
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-10-31,92
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-11-07,91
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-11-14,90
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-11-21,90
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-11-28,89
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-12-05,88
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-12-12,86
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-12-18,86
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2023-12-26,82
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2024-01-02,86
Distribuído para a área responsável,"IVERMECTINA - Solicitação de CADIFA Zhejiang Hisun Pharmaceutical Co., Ltd.",Registro de Medicamento,11637 - CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application,25351.466676/2022-27,202200000046129-79,4855351/22-9,"Situação atual: Distribuído para a área responsável
Início: 29/05/2023
Encontra-se na: COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS",LISTA DE ANÁLISE,CADIFA,INSUMO FARMACÊUTICO,CADIFA,Solicitação de CADIFA Associada | Associated CADIFA Application,2022-10-24,,,,,,2024-01-09,86
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,12107 - GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,25351.320474/2023-11,202300000004662-81,0517178/23-4,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",LISTA DE ANÁLISE,GENÉRICO,MEDICAMENTO,REGISTRO,FIDR - ANÁLISE DE QUALIDADE DE REGISTRO,2023-05-22,,2024-05-21,2024-09-20,,,2023-05-23,348
Distribuído para a área responsável,IVERMECTINA,Registro de Medicamento,12107 - GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,25351.320474/2023-11,202300000004662-81,0517178/23-4,"Situação atual: Distribuído para a área responsável
Início: 22/05/2023
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",LISTA DE ANÁLISE,GENÉRICO,MEDICAMENTO,REGISTRO,FIDR - ANÁLISE DE QUALIDADE DE REGISTRO,2023-05-22,,2024-05-21,2024-09-20,,,2023-05-30,342
