NOME_PRODUTO,EMPRESA_DETENTORA_REGISTRO,#NUM_EXPEDIENTE_PETICAO,NUM_PROCESSO_PETICAO,S_N_PETICAO_PRIMARIA,COD_ASSUNTO_PETICAO,DESC_ASSUNTO_PETICAO,DATA_SITUACAO_ATUAL_PETICAO,DESC_SITUACAO_ATUAL_PETICAO,DESC_TIPO_DOCUMENTO,DESC_AREA_INTERESSE,DESC_FILA_ANALISE,DESC_SUB_FILA_LISTA_ANALISE,DESC_GRUPO_ETAPA_CICLO_ANALISE,DATA_INI_OCORRENCIA_GRP_ETAPA,DATA_FIM_OCORRENCIA_GRP_ETAPA,TEMPO
GYNOPLUS,17115437000173 - LABORATÓRIO GLOBO SA,457806086,25000004126,N,1630,SIMILAR - Alteração de local de fabricação.,07/07/2009 00:00:00,Anuído,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2008-05-30,2008-05-30,0
GYNOPLUS,17115437000173 - LABORATÓRIO GLOBO SA,457806086,25000004126,N,1630,SIMILAR - Alteração de local de fabricação.,07/07/2009 00:00:00,Anuído,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Outras Etapas,2008-05-30,2009-07-07,403
SINTAFLAT,17115437000173 - LABORATÓRIO GLOBO SA,460579079,25351009195,N,1998,SIMILAR - Inclusão de nova forma farmacêutica já registrada no País.,12/17/2007 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Extensão de linha",Fila de Análise,2007-07-26,2007-08-03,8
SINTAFLAT,17115437000173 - LABORATÓRIO GLOBO SA,460579079,25351009195,N,1998,SIMILAR - Inclusão de nova forma farmacêutica já registrada no País.,12/17/2007 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Extensão de linha",Análise em Andamento,2007-08-03,2007-12-10,129
SINTAFLAT,17115437000173 - LABORATÓRIO GLOBO SA,460579079,25351009195,N,1998,SIMILAR - Inclusão de nova forma farmacêutica já registrada no País.,12/17/2007 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Extensão de linha",Finalização,2007-12-10,2007-12-17,7
SECNIMAX,17115437000173 - LABORATÓRIO GLOBO SA,460625056,25351022973,N,142,SIMILAR - Renovação de Registro de Medicamento,01/09/2006 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2005-10-14,2005-11-08,25
SECNIMAX,17115437000173 - LABORATÓRIO GLOBO SA,460625056,25351022973,N,142,SIMILAR - Renovação de Registro de Medicamento,01/09/2006 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2005-11-08,2005-11-09,1
SECNIMAX,17115437000173 - LABORATÓRIO GLOBO SA,460625056,25351022973,N,142,SIMILAR - Renovação de Registro de Medicamento,01/09/2006 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,2005-11-09,2005-12-12,33
SECNIMAX,17115437000173 - LABORATÓRIO GLOBO SA,460625056,25351022973,N,142,SIMILAR - Renovação de Registro de Medicamento,01/09/2006 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2005-12-12,2005-12-12,0
SECNIMAX,17115437000173 - LABORATÓRIO GLOBO SA,460625056,25351022973,N,142,SIMILAR - Renovação de Registro de Medicamento,01/09/2006 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2005-12-12,2005-12-20,8
SECNIMAX,17115437000173 - LABORATÓRIO GLOBO SA,460625056,25351022973,N,142,SIMILAR - Renovação de Registro de Medicamento,01/09/2006 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2005-12-20,2005-12-23,3
SECNIMAX,17115437000173 - LABORATÓRIO GLOBO SA,460625056,25351022973,N,142,SIMILAR - Renovação de Registro de Medicamento,01/09/2006 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2005-12-23,2006-01-02,10
SECNIMAX,17115437000173 - LABORATÓRIO GLOBO SA,460625056,25351022973,N,142,SIMILAR - Renovação de Registro de Medicamento,01/09/2006 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2006-01-02,2006-01-02,0
SECNIMAX,17115437000173 - LABORATÓRIO GLOBO SA,460625056,25351022973,N,142,SIMILAR - Renovação de Registro de Medicamento,01/09/2006 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2006-01-02,2006-01-09,7
ZOLPROX,17115437000173 - LABORATÓRIO GLOBO SA,460697053,25351022969,N,142,SIMILAR - Renovação de Registro de Medicamento,08/13/2013 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2005-10-14,2005-11-28,45
ZOLPROX,17115437000173 - LABORATÓRIO GLOBO SA,460697053,25351022969,N,142,SIMILAR - Renovação de Registro de Medicamento,08/13/2013 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2005-11-28,2005-11-29,1
ZOLPROX,17115437000173 - LABORATÓRIO GLOBO SA,460697053,25351022969,N,142,SIMILAR - Renovação de Registro de Medicamento,08/13/2013 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,2005-11-29,2006-01-26,58
ZOLPROX,17115437000173 - LABORATÓRIO GLOBO SA,460697053,25351022969,N,142,SIMILAR - Renovação de Registro de Medicamento,08/13/2013 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2006-01-26,2006-03-14,47
ZOLPROX,17115437000173 - LABORATÓRIO GLOBO SA,460697053,25351022969,N,142,SIMILAR - Renovação de Registro de Medicamento,08/13/2013 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2006-03-14,2006-03-22,8
ZOLPROX,17115437000173 - LABORATÓRIO GLOBO SA,460697053,25351022969,N,142,SIMILAR - Renovação de Registro de Medicamento,08/13/2013 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,2006-03-22,2006-04-25,34
ZOLPROX,17115437000173 - LABORATÓRIO GLOBO SA,460697053,25351022969,N,142,SIMILAR - Renovação de Registro de Medicamento,08/13/2013 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2006-04-25,2013-08-13,2667
ZOLPROX,17115437000173 - LABORATÓRIO GLOBO SA,460697053,25351022969,N,142,SIMILAR - Renovação de Registro de Medicamento,08/13/2013 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,2013-08-13,2013-08-13,0
ZOLPROX,17115437000173 - LABORATÓRIO GLOBO SA,460697053,25351022969,N,142,SIMILAR - Renovação de Registro de Medicamento,08/13/2013 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2013-08-13,2013-08-13,0
MALTENS,17115437000173 - LABORATÓRIO GLOBO SA,468640093,25000016384,N,1985,SIMILAR - Retificação de publicação - ANVISA,04/25/2011 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,2009-06-24,2011-04-08,653
MALTENS,17115437000173 - LABORATÓRIO GLOBO SA,468640093,25000016384,N,1985,SIMILAR - Retificação de publicação - ANVISA,04/25/2011 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,2011-04-08,2011-04-19,11
MALTENS,17115437000173 - LABORATÓRIO GLOBO SA,468640093,25000016384,N,1985,SIMILAR - Retificação de publicação - ANVISA,04/25/2011 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,2011-04-19,2011-04-19,0
MALTENS,17115437000173 - LABORATÓRIO GLOBO SA,468640093,25000016384,N,1985,SIMILAR - Retificação de publicação - ANVISA,04/25/2011 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,2011-04-19,2011-04-25,6
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,468951088,25000001565,N,1988,SIMILAR - Cancelamento de Registro da Apresentação do Medicamento,06/23/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,2008-05-23,2008-06-11,19
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,468951088,25000001565,N,1988,SIMILAR - Cancelamento de Registro da Apresentação do Medicamento,06/23/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,2008-06-11,2008-06-12,1
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,468951088,25000001565,N,1988,SIMILAR - Cancelamento de Registro da Apresentação do Medicamento,06/23/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2008-06-12,2008-06-23,11
FLUCOLCID,17115437000173 - LABORATÓRIO GLOBO SA,470215058,25351024344,N,104,Alteração de excipiente,08/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2005-10-20,2006-06-30,253
FLUCOLCID,17115437000173 - LABORATÓRIO GLOBO SA,470215058,25351024344,N,104,Alteração de excipiente,08/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2006-06-30,2006-07-02,2
FLUCOLCID,17115437000173 - LABORATÓRIO GLOBO SA,470215058,25351024344,N,104,Alteração de excipiente,08/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Outras Etapas,2006-07-02,2006-08-02,31
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471192051,25351022972,N,104,Alteração de excipiente,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2005-10-20,2005-11-03,14
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471192051,25351022972,N,104,Alteração de excipiente,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2005-11-03,2005-11-08,5
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471192051,25351022972,N,104,Alteração de excipiente,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,2005-11-08,2006-03-28,140
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471192051,25351022972,N,104,Alteração de excipiente,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2006-03-28,2006-04-20,23
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471192051,25351022972,N,104,Alteração de excipiente,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2006-04-20,2006-04-20,0
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471192051,25351022972,N,104,Alteração de excipiente,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,2006-04-20,2006-04-20,0
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471192051,25351022972,N,104,Alteração de excipiente,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2006-04-20,2006-05-02,12
FLAMAPROX,17115437000173 - LABORATÓRIO GLOBO SA,471667101,25351006432,N,142,SIMILAR - Renovação de Registro de Medicamento,01/12/2012 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2010-06-04,2012-01-12,587
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471875055,25351022972,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,2005-10-20,2005-11-03,14
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471875055,25351022972,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2005-11-03,2006-04-20,168
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471875055,25351022972,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,2006-04-20,2006-04-20,0
CINAFAR,17115437000173 - LABORATÓRIO GLOBO SA,471875055,25351022972,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,05/02/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2006-04-20,2006-05-02,12
FLUCOLCID,17115437000173 - LABORATÓRIO GLOBO SA,471882058,25351024344,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,07/17/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,2005-10-20,2006-06-29,252
FLUCOLCID,17115437000173 - LABORATÓRIO GLOBO SA,471882058,25351024344,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,07/17/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2006-06-29,2006-07-12,13
FLUCOLCID,17115437000173 - LABORATÓRIO GLOBO SA,471882058,25351024344,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,07/17/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,2006-07-12,2006-07-12,0
FLUCOLCID,17115437000173 - LABORATÓRIO GLOBO SA,471882058,25351024344,N,194,Cancelamento de Registro da Apresentação do Medicamento a Pedido,07/17/2006 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2006-07-12,2006-07-17,5
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA,17115437000173 - LABORATÓRIO GLOBO SA,474063097,25351345461,N,1412,GENERICO - Inclusão de local de fabricação do fármaco,01/07/2010 00:00:00,Anuído,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2009-06-25,2010-01-07,196
PIROXAN,17115437000173 - LABORATÓRIO GLOBO SA,477900082,25000001556,N,1988,SIMILAR - Cancelamento de Registro da Apresentação do Medicamento,06/23/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,2008-05-28,2008-06-13,16
PIROXAN,17115437000173 - LABORATÓRIO GLOBO SA,477900082,25000001556,N,1988,SIMILAR - Cancelamento de Registro da Apresentação do Medicamento,06/23/2008 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2008-06-13,2008-06-23,10
FLUCOLTRIX,17115437000173 - LABORATÓRIO GLOBO SA,477944064,25000041275,N,142,SIMILAR - Renovação de Registro de Medicamento,03/30/2012 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2006-09-08,2006-10-04,26
FLUCOLTRIX,17115437000173 - LABORATÓRIO GLOBO SA,477944064,25000041275,N,142,SIMILAR - Renovação de Registro de Medicamento,03/30/2012 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2006-10-04,2008-11-07,765
FLUCOLTRIX,17115437000173 - LABORATÓRIO GLOBO SA,477944064,25000041275,N,142,SIMILAR - Renovação de Registro de Medicamento,03/30/2012 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,2008-11-07,2012-03-30,1239
REHIDRAZOL,17115437000173 - LABORATÓRIO GLOBO SA,483163122,25351121068,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,02/14/2013 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,Específicos,Fila de Análise,2012-06-11,2013-02-14,248
Ciclopirox- olamina,17115437000173 - LABORATÓRIO GLOBO SA,484650088,25351377964,S,155,GENERICO - Registro de Medicamento,11/25/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Fila de Análise,2008-05-29,2008-08-22,85
Ciclopirox- olamina,17115437000173 - LABORATÓRIO GLOBO SA,484650088,25351377964,S,155,GENERICO - Registro de Medicamento,11/25/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Exigência,2008-08-22,2008-09-22,31
Ciclopirox- olamina,17115437000173 - LABORATÓRIO GLOBO SA,484650088,25351377964,S,155,GENERICO - Registro de Medicamento,11/25/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,2008-09-22,2008-09-22,0
Ciclopirox- olamina,17115437000173 - LABORATÓRIO GLOBO SA,484650088,25351377964,S,155,GENERICO - Registro de Medicamento,11/25/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2008-09-22,2008-11-18,57
Ciclopirox- olamina,17115437000173 - LABORATÓRIO GLOBO SA,484650088,25351377964,S,155,GENERICO - Registro de Medicamento,11/25/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,2008-11-18,2008-11-18,0
Ciclopirox- olamina,17115437000173 - LABORATÓRIO GLOBO SA,484650088,25351377964,S,155,GENERICO - Registro de Medicamento,11/25/2008 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Finalização,2008-11-18,2008-11-24,6
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,484750084,25351378030,S,155,GENERICO - Registro de Medicamento,11/16/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Fila de Análise,2008-05-29,2008-08-19,82
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,484750084,25351378030,S,155,GENERICO - Registro de Medicamento,11/16/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2008-08-19,2008-09-26,38
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,484750084,25351378030,S,155,GENERICO - Registro de Medicamento,11/16/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Exigência,2008-09-26,2009-06-10,257
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,484750084,25351378030,S,155,GENERICO - Registro de Medicamento,11/16/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2009-06-10,2009-10-23,135
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,484750084,25351378030,S,155,GENERICO - Registro de Medicamento,11/16/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Finalização,2009-10-23,2009-11-06,14
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,484750084,25351378030,S,155,GENERICO - Registro de Medicamento,11/16/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,2009-11-06,2009-11-06,0
propionato de clobetasol,17115437000173 - LABORATÓRIO GLOBO SA,484750084,25351378030,S,155,GENERICO - Registro de Medicamento,11/16/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Finalização,2009-11-06,2009-11-16,10
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,484970121,25000001565,N,1988,SIMILAR - Cancelamento de Registro da Apresentação do Medicamento,10/08/2012 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,2012-06-11,2012-07-27,46
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,484970121,25000001565,N,1988,SIMILAR - Cancelamento de Registro da Apresentação do Medicamento,10/08/2012 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2012-07-27,2012-09-25,60
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,484970121,25000001565,N,1988,SIMILAR - Cancelamento de Registro da Apresentação do Medicamento,10/08/2012 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,2012-09-25,2012-09-25,0
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,484970121,25000001565,N,1988,SIMILAR - Cancelamento de Registro da Apresentação do Medicamento,10/08/2012 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2012-09-25,2012-10-08,13
CAPTOCORD,17115437000173 - LABORATÓRIO GLOBO SA,486078051,25000015600,N,104,Alteração de excipiente,12/28/2005 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2005-10-26,2005-11-08,13
CAPTOCORD,17115437000173 - LABORATÓRIO GLOBO SA,486078051,25000015600,N,104,Alteração de excipiente,12/28/2005 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2005-11-08,2005-12-16,38
CAPTOCORD,17115437000173 - LABORATÓRIO GLOBO SA,486078051,25000015600,N,104,Alteração de excipiente,12/28/2005 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2005-12-16,2005-12-16,0
CAPTOCORD,17115437000173 - LABORATÓRIO GLOBO SA,486078051,25000015600,N,104,Alteração de excipiente,12/28/2005 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2005-12-16,2005-12-26,10
Amplogin,17115437000173 - LABORATÓRIO GLOBO SA,486733185,25351073443,N,142,SIMILAR - Renovação de Registro de Medicamento,07/09/2022 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2018-06-13,2019-01-07,208
Amplogin,17115437000173 - LABORATÓRIO GLOBO SA,486733185,25351073443,N,142,SIMILAR - Renovação de Registro de Medicamento,07/09/2022 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2019-01-07,2022-07-09,1279
Amplogin,17115437000173 - LABORATÓRIO GLOBO SA,486733185,25351073443,N,142,SIMILAR - Renovação de Registro de Medicamento,07/09/2022 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2022-07-09,2022-07-09,0
PROSOLIN,17115437000173 - LABORATÓRIO GLOBO SA,488526171,25351911388,N,1985,SIMILAR - Retificação de publicação - ANVISA,04/10/2017 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,2017-03-27,2017-03-27,0
PROSOLIN,17115437000173 - LABORATÓRIO GLOBO SA,488526171,25351911388,N,1985,SIMILAR - Retificação de publicação - ANVISA,04/10/2017 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,2017-03-27,2017-03-31,4
PROSOLIN,17115437000173 - LABORATÓRIO GLOBO SA,488526171,25351911388,N,1985,SIMILAR - Retificação de publicação - ANVISA,04/10/2017 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,2017-03-31,2017-04-10,10
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,490102059,25000001565,N,142,SIMILAR - Renovação de Registro de Medicamento,08/18/2008 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2005-10-31,2007-05-16,562
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,490102059,25000001565,N,142,SIMILAR - Renovação de Registro de Medicamento,08/18/2008 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2007-05-16,2008-04-22,342
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,490102059,25000001565,N,142,SIMILAR - Renovação de Registro de Medicamento,08/18/2008 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,2008-04-22,2008-05-23,31
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,490102059,25000001565,N,142,SIMILAR - Renovação de Registro de Medicamento,08/18/2008 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2008-05-23,2008-05-23,0
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,490102059,25000001565,N,142,SIMILAR - Renovação de Registro de Medicamento,08/18/2008 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2008-05-23,2008-06-11,19
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,490102059,25000001565,N,142,SIMILAR - Renovação de Registro de Medicamento,08/18/2008 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2008-06-11,2008-06-13,2
PROPALOL,17115437000173 - LABORATÓRIO GLOBO SA,490102059,25000001565,N,142,SIMILAR - Renovação de Registro de Medicamento,08/18/2008 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2008-06-13,2008-06-18,5
